Unnamed: 0,Date,Close,Smoothed_Close,Label,Past_1_Days_Close,Past_2_Days_Close,Past_3_Days_Close,Past_4_Days_Close,Past_5_Days_Close,Past_6_Days_Close,Past_7_Days_Close,Past_8_Days_Close,Past_9_Days_Close,Past_10_Days_Close,Past_11_Days_Close,Past_12_Days_Close,Past_13_Days_Close,Past_14_Days_Close,Past_15_Days_Close
1,2000-01-24,1.2747879028320312,1.3478453102059904,-1,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205,1.3579953908920288,1.3518232107162476,1.3565138578414917,1.3703410625457764,1.4505858421325684
2,2000-01-25,1.2747879028320312,1.3405395694685944,-1,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205,1.3579953908920288,1.3518232107162476,1.3565138578414917,1.3703410625457764
3,2000-01-26,1.2900958061218262,1.3354951931339176,-1,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205,1.3579953908920288,1.3518232107162476,1.3565138578414917
4,2000-01-27,1.2809600830078125,1.330041682121307,-1,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205,1.3579953908920288,1.3518232107162476
5,2000-01-28,1.2809600830078125,1.3251335222099576,-1,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205,1.3579953908920288
6,2000-01-31,1.2594786882400513,1.318568038812967,-1,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476,1.3858959674835205
7,2000-02-01,1.283922791481018,1.3151035140797722,-1,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525,1.3518232107162476
8,2000-02-02,1.3086135387420654,1.3144545165460015,-1,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526,1.353798270225525
9,2000-02-03,1.3456493616104126,1.3175740010524426,-1,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396,1.3147867918014526
10,2000-02-04,1.3797234296798706,1.3237889439151855,-1,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318,1.3333051204681396
11,2000-02-07,1.3888590335845947,1.3302959528821263,1,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469,1.317996382713318
12,2000-02-08,1.4197229146957395,1.339238649063488,1,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526,1.3241691589355469
13,2000-02-09,1.3888590335845947,1.3442006875155987,1,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668,1.3147867918014526
14,2000-02-10,1.3488599061965942,1.3446666093836983,1,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018,1.311823844909668
15,2000-02-11,1.305651068687439,1.3407650553140724,-1,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312,1.283922791481018
16,2000-02-14,1.287132740020752,1.3354018237847405,-1,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312,1.2747879028320312
17,2000-02-15,1.311823844909668,1.333044025897233,-1,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262,1.2747879028320312
18,2000-02-16,1.4167596101760864,1.3414155843251183,-1,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125,1.2900958061218262
19,2000-02-17,1.4044142961502075,1.3477154555076272,-1,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125,1.2809600830078125
20,2000-02-18,1.373550534248352,1.3502989633816995,1,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513,1.2809600830078125
21,2000-02-21,1.3703410625457764,1.3523031732981072,1,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018,1.2594786882400513
22,2000-02-22,1.3641681671142578,1.3534896726797223,1,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654,1.283922791481018
23,2000-02-23,1.373550534248352,1.3554957588365852,1,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126,1.3086135387420654
24,2000-02-24,1.4105865955352783,1.3610048425064547,1,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706,1.3456493616104126
25,2000-02-25,1.4476232528686523,1.3696666835426743,1,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947,1.3797234296798706
26,2000-02-28,1.4197229146957395,1.3746723066579811,1,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395,1.3888590335845947
27,2000-02-29,1.425895094871521,1.3797945854793352,1,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947,1.4197229146957395
28,2000-03-01,1.4505858421325684,1.3868737111446583,1,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942,1.3888590335845947
29,2000-03-02,1.4414507150650024,1.392331411536693,1,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439,1.3488599061965942
30,2000-03-03,1.4908322095870972,1.4021814913417332,1,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752,1.305651068687439
31,2000-03-06,1.4908322095870972,1.4110465631662696,1,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668,1.287132740020752
32,2000-03-07,1.4908322095870972,1.4190251278083523,1,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864,1.311823844909668
33,2000-03-08,1.5261399745941162,1.4297366124869288,1,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075,1.4167596101760864
34,2000-03-09,1.5799660682678225,1.444759558065018,1,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352,1.4044142961502075
35,2000-03-10,1.534041166305542,1.4536877188890704,1,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764,1.373550534248352
36,2000-03-13,1.534041166305542,1.4617230636307177,1,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578,1.3703410625457764
37,2000-03-14,1.4352774620056152,1.4590785034682074,-1,1.534041166305542,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352,1.3641681671142578
38,2000-03-15,1.4537955522537231,1.458550208346759,-1,1.4352774620056152,1.534041166305542,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783,1.373550534248352
39,2000-03-16,1.462931513786316,1.4589883388907148,-1,1.4537955522537231,1.4352774620056152,1.534041166305542,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523,1.4105865955352783
40,2000-03-17,1.4476232528686523,1.4578518302885086,-1,1.462931513786316,1.4537955522537231,1.4352774620056152,1.534041166305542,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395,1.4476232528686523
41,2000-03-20,1.4044142961502075,1.4525080768746783,-1,1.4476232528686523,1.462931513786316,1.4537955522537231,1.4352774620056152,1.534041166305542,1.534041166305542,1.5799660682678225,1.5261399745941162,1.4908322095870972,1.4908322095870972,1.4908322095870972,1.4414507150650024,1.4505858421325684,1.425895094871521,1.4197229146957395
